StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,freq,know,freq2,deterministic_1,deterministic_2,deterministic_3,deterministic_4,deterministic_5,deterministic_6,deterministic_7,deterministic_8,probabilistic_1,probabilistic_2,probabilistic_3,probabilistic_4,probabilistic_5,probabilistic_6,probabilistic_7,probabilistic_8,hover,PROLIFIC_PID,STUDY_ID,SESSION_ID,condition
2023-06-24 21:53:14,2023-06-24 21:55:03,0,67.244.13.234,100,108,1,2023-06-24 21:55:04,R_25MmjtHTBrB3qg9,,,,,40.7513,-73.8244,anonymous,EN,2,3,4,4,5,4,5,5,3,4,4,,,,,,,,,4,5c328aa26558270001bd9571,6497af9b5812d44d19ee6a07,6497ba263bbff2c509ac73a4,deterministic
2023-06-24 21:52:49,2023-06-24 21:55:25,0,98.59.125.253,100,155,1,2023-06-24 21:55:26,R_xa4iAQvmKUeEaGd,,,,,44.8058,-93.6071,anonymous,EN,1,1,2,4,4,3,4,4,5,2,4,,,,,,,,,5,63ebda81350084a407936b16,6497af9b5812d44d19ee6a07,6497ba0456cd81b6cdfd3c31,deterministic
2023-06-24 21:59:36,2023-06-24 22:00:39,0,73.49.43.64,100,63,1,2023-06-24 22:00:40,R_1nOXlD8Ew5qIOtM,,,,,25.7689,-80.1946,anonymous,EN,3,3,4,,,,,,,,,2,4,3,3,3,4,4,2,4,63d7f71a9f013b20a05ea683,6497af9b5812d44d19ee6a07,6497bba26ff578397bac73d0,probabilistic
2023-06-24 22:01:15,2023-06-24 22:02:15,0,184.187.142.175,100,59,1,2023-06-24 22:02:15,R_1Mv3RN5ipej3Qtj,,,,,30.209,-92.0607,anonymous,EN,1,5,1,5,5,5,5,5,3,3,3,,,,,,,,,4,604926421556eec227e72f44,6497af9b5812d44d19ee6a07,6497bc0412f84e5a3c4e92e1,deterministic
2023-06-24 22:00:23,2023-06-24 22:02:45,0,76.210.206.247,100,141,1,2023-06-24 22:02:45,R_ebRSeIG3qP5e8EN,,,,,33.3438,-96.5635,anonymous,EN,1,1,4,4,5,4,4,4,4,4,4,,,,,,,,,3,642f45dda7fbedcf5a96c451,6497af9b5812d44d19ee6a07,6497bbcb2ecb2821f6b094d1,deterministic
2023-06-24 22:00:42,2023-06-24 22:03:07,0,70.191.178.89,100,144,1,2023-06-24 22:03:07,R_27VHkdDdTj77QTi,,,,,30.4236,-87.2261,anonymous,EN,1,1,2,,,,,,,,,1,3,2,2,2,2,3,2,3,60fee1bb31705d88353a6297,6497af9b5812d44d19ee6a07,6497bbe3ccec2e6c2bc20dac,probabilistic
2023-06-24 22:02:50,2023-06-24 22:03:39,0,104.177.107.47,100,49,1,2023-06-24 22:03:40,R_88hnzI2hBkbXJ2V,,,,,37.9786,-121.3147,anonymous,EN,1,4,1,,,,,,,,,3,3,3,3,3,3,3,3,1,611ddf2296bca8eae586206f,6497af9b5812d44d19ee6a07,6497bc5c16446b2ee9af9b3a,probabilistic
2023-06-24 22:03:52,2023-06-24 22:06:23,0,45.19.243.90,100,150,1,2023-06-24 22:06:23,R_12sZh7UFLncKhMz,,,,,33.5637,-84.2112,anonymous,EN,1,1,5,,,,,,,,,1,4,2,2,3,4,4,2,6,600ffdc49ffb9723cd2c1fa2,6497af9b5812d44d19ee6a07,6497bca156cd81b6cdfd3c9f,probabilistic
2023-06-24 22:06:29,2023-06-24 22:07:54,0,70.95.22.45,100,85,1,2023-06-24 22:07:55,R_2R3sR82qbHYi2jy,,,,,32.7203,-117.1552,anonymous,EN,2,1,3,4,3,4,4,3,3,2,2,,,,,,,,,3,6459b8128544c7f22edba161,6497af9b5812d44d19ee6a07,6497bd3c41e79c5f7ab350be,deterministic
2023-06-24 22:10:04,2023-06-24 22:11:14,0,66.27.154.124,100,70,1,2023-06-24 22:11:15,R_1gedKLDWc0dTJcZ,,,,,34.1468,-116.0629,anonymous,EN,3,2,4,4,4,2,3,3,2,2,2,,,,,,,,,5,5effc9de741f030c10ec7fef,6497af9b5812d44d19ee6a07,6497be139e967144d12877fd,deterministic
2023-06-24 22:10:49,2023-06-24 22:11:53,0,173.186.239.63,100,64,1,2023-06-24 22:11:54,R_3pbeL6GQbGWfmSU,,,,,35.2277,-92.3573,anonymous,EN,1,1,1,,,,,,,,,2,4,4,2,2,4,4,2,2,6318eecf08b48d388b9a6600,6497af9b5812d44d19ee6a07,6497be40a8a1b96aea5514cd,probabilistic
2023-06-24 22:13:16,2023-06-24 22:14:43,0,72.66.2.188,100,87,1,2023-06-24 22:14:44,R_3KxNizUjvMa8VyV,,,,,39.1063,-76.866,anonymous,EN,1,1,4,4,4,3,5,4,3,3,4,,,,,,,,,4,61019aaf0ae83dd2c1f7a889,6497af9b5812d44d19ee6a07,6497bed6e919d11128819f07,deterministic
2023-06-24 22:12:49,2023-06-24 22:15:03,0,98.224.146.135,100,133,1,2023-06-24 22:15:03,R_5A9H0Ml3wauacHn,,,,,42.2385,-83.1783,anonymous,EN,1,3,1,,,,,,,,,2,2,2,2,2,3,3,2,2,647616c1a39c1d76b201296d,6497af9b5812d44d19ee6a07,6497beb38a11f038d23f6bae,probabilistic
2023-06-24 22:15:53,2023-06-24 22:17:10,0,104.172.206.21,100,76,1,2023-06-24 22:17:10,R_d4skhZk9JU6fcDT,,,,,33.7908,-118.3248,anonymous,EN,2,3,3,5,4,3,4,4,3,2,2,,,,,,,,,2,5c7ecfbb4243370001ed2f0e,6497af9b5812d44d19ee6a07,6497bf736809d294efe891a5,deterministic
2023-06-24 22:14:27,2023-06-24 22:17:14,0,99.56.240.180,100,167,1,2023-06-24 22:17:15,R_1dhNgALCYKXCQZU,,,,,35.2296,-80.843,anonymous,EN,7,3,7,,,,,,,,,1,1,5,5,1,1,5,5,7,6482e45f5681f64b3868724e,6497af9b5812d44d19ee6a07,6497bf09008f7b46655514f8,probabilistic
2023-06-24 22:17:11,2023-06-24 22:19:41,0,71.215.58.111,100,149,1,2023-06-24 22:19:42,R_12xVyQJRuoJwLJs,,,,,26.6207,-81.8325,anonymous,EN,1,1,4,,,,,,,,,3,3,2,2,2,3,3,2,4,6486379af229c305ab5e63fa,6497af9b5812d44d19ee6a07,6497bfb78a7e0850db4e92f2,probabilistic
2023-06-24 22:20:41,2023-06-24 22:21:44,0,24.18.154.23,100,62,1,2023-06-24 22:21:45,R_2ZWw6JmSYjc053C,,,,,47.285,-122.5036,anonymous,EN,1,4,1,,,,,,,,,3,2,3,2,2,2,4,4,4,641c0a284d38c6abbc523a9d,6497af9b5812d44d19ee6a07,6497c09314971bc8fc6ef5ba,probabilistic
2023-06-24 22:21:59,2023-06-24 22:22:55,0,162.251.174.235,100,56,1,2023-06-24 22:22:56,R_20ZHclhlVq9ewAx,,,,,36.5246,-87.3465,anonymous,EN,6,5,7,,,,,,,,,3,4,2,2,4,5,5,3,7,5c3e97165e10030001591bb0,6497af9b5812d44d19ee6a07,6497c0dc06b71d6dbb1f84b4,probabilistic
2023-06-24 22:21:54,2023-06-24 22:23:12,0,99.93.1.78,100,78,1,2023-06-24 22:23:13,R_3ksIM6L0kfnlfjz,,,,,42.2316,-83.2659,anonymous,EN,1,1,3,5,5,4,3,4,2,2,2,,,,,,,,,4,6132cc58d1dcc24bcdb61606,6497af9b5812d44d19ee6a07,6497c0bb3c9a41eb04ac73ae,deterministic
2023-06-24 22:21:53,2023-06-24 22:24:29,0,73.23.19.84,100,156,1,2023-06-24 22:24:30,R_10Osph1wTftMnHA,,,,,26.1357,-81.7908,anonymous,EN,1,2,3,5,3,4,3,4,3,3,4,,,,,,,,,4,5fefaa9599e7cf3114dfc763,6497af9b5812d44d19ee6a07,6497c0d885c0407cf81ccfdf,deterministic
2023-06-24 22:24:34,2023-06-24 22:27:55,0,24.4.18.131,100,200,1,2023-06-24 22:27:56,R_UaKkAErcppv4yxb,,,,,37.6538,-122.4257,anonymous,EN,1,1,3,4,4,3,4,4,3,3,3,,,,,,,,,3,63619bf68269c27fa8aa56a1,6497af9b5812d44d19ee6a07,6497c17cf0ffce4a603f6b97,deterministic
2023-06-24 22:26:22,2023-06-24 22:27:55,0,69.149.58.35,100,93,1,2023-06-24 22:27:56,R_3dY78DFdhc6UWRh,,,,,29.6372,-83.2032,anonymous,EN,1,1,4,,,,,,,,,2,2,2,2,2,2,2,2,4,5d17d6e7e2131c00171f1656,6497af9b5812d44d19ee6a07,6497c1e78b5d5ebda7fd3c45,probabilistic
2023-06-24 22:25:44,2023-06-24 22:29:27,0,98.41.169.21,100,223,1,2023-06-24 22:29:28,R_2tzLWbgraYzwlqB,,,,,38.0004,-121.3105,anonymous,EN,1,1,3,,,,,,,,,3,1,2,3,2,2,2,2,3,60d7fd1de825c69ffd235fa0,6497af9b5812d44d19ee6a07,6497c1bc6381c74ba6b350ab,probabilistic
2023-06-24 22:29:26,2023-06-24 22:30:01,0,173.28.157.106,100,34,1,2023-06-24 22:30:02,R_efJVmQJysmHmcxj,,,,,37.7202,-89.2157,anonymous,EN,1,2,4,3,3,3,3,3,4,3,3,,,,,,,,,4,64528f4d51f889c0c30573af,6497af9b5812d44d19ee6a07,6497c2930f226c9913b09484,deterministic
2023-06-24 22:28:30,2023-06-24 22:30:24,0,50.216.129.154,100,114,1,2023-06-24 22:30:25,R_273woZRkyuXRjcu,,,,,42.3737,-71.1284,anonymous,EN,2,3,3,4,3,4,3,5,2,2,3,,,,,,,,,4,63d5f9abf9bf09bd1d329bc5,6497af9b5812d44d19ee6a07,6497c269caf85c30f50cb481,deterministic
2023-06-24 22:29:31,2023-06-24 22:31:01,0,69.181.194.50,100,89,1,2023-06-24 22:31:01,R_3fcVTr4mCsfyi03,,,,,37.7562,-122.4866,anonymous,EN,1,3,4,,,,,,,,,3,5,3,5,3,5,4,5,6,633e6a4553a6b52bdf6f52bd,6497af9b5812d44d19ee6a07,6497c2a49c338fc1eb95626c,probabilistic
2023-06-24 22:30:03,2023-06-24 22:31:37,0,47.35.197.195,100,94,1,2023-06-24 22:31:38,R_2bH0huI3IuJU26F,,,,,35.046,-81.981,anonymous,EN,2,2,4,4,4,3,3,4,3,2,3,,,,,,,,,6,6463cfeaae6a490d6632c2de,6497af9b5812d44d19ee6a07,6497c2c614971bc8fc6ef605,deterministic
2023-06-24 22:31:09,2023-06-24 22:32:07,0,69.92.183.7,100,57,1,2023-06-24 22:32:08,R_uxGGS5Mqcz8W9Bn,,,,,33.6416,-96.6146,anonymous,EN,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,5b121f3ebd9c31000156bf23,6497af9b5812d44d19ee6a07,6497c307da08e15567ca52d6,probabilistic
2023-06-24 22:30:55,2023-06-24 22:32:49,0,209.122.37.142,100,114,1,2023-06-24 22:32:50,R_aWxJZQ6VawnVgDD,,,,,42.0128,-88.0967,anonymous,EN,1,2,4,,,,,,,,,2,2,2,2,2,3,4,4,4,6330622d9703174abfac3b14,6497af9b5812d44d19ee6a07,6497c2f85e6db3bacdb09484,probabilistic
2023-06-24 22:31:28,2023-06-24 22:33:07,0,172.92.84.67,100,98,1,2023-06-24 22:33:07,R_1mJWOI0QOgqAdsu,,,,,48.0872,-123.1146,anonymous,EN,1,1,3,4,4,3,4,4,3,2,3,,,,,,,,,2,6163e1088877e8e7cc2e3a55,6497af9b5812d44d19ee6a07,6497c317dbc8fee5cac2808d,deterministic
2023-06-24 22:31:13,2023-06-24 22:33:41,0,172.59.32.116,100,147,1,2023-06-24 22:33:41,R_3EFpPL0PxLaRNCx,,,,,39.9391,-83.0474,anonymous,EN,1,2,1,,,,,,,,,1,1,2,1,1,2,3,1,1,61076a5cbad18ee96f49dacf,6497af9b5812d44d19ee6a07,6497c30a85bc632629388496,probabilistic
2023-06-24 22:31:03,2023-06-24 22:33:54,0,204.195.16.100,100,171,1,2023-06-24 22:33:55,R_1q2t5ubZU60X1at,,,,,44.8349,-124.0612,anonymous,EN,2,5,2,4,3,2,4,5,3,2,3,,,,,,,,,4,5f4c49b249b99c1462dd2640,6497af9b5812d44d19ee6a07,6497c3057b7e63dee9499818,deterministic
2023-06-24 22:34:07,2023-06-24 22:35:02,0,173.224.109.86,100,55,1,2023-06-24 22:35:03,R_02liBQToSYeUvbX,,,,,29.7388,-95.8309,anonymous,EN,1,2,2,5,5,3,2,3,2,2,3,,,,,,,,,3,60243a05728c5e0d4885e0d2,6497af9b5812d44d19ee6a07,6497c3baaf95277c015f4e06,deterministic
2023-06-24 22:32:45,2023-06-24 22:36:05,0,192.63.212.80,100,200,1,2023-06-24 22:36:06,R_3y2MhLmtXM8Pqgh,,,,,31.7596,-106.4884,anonymous,EN,2,3,2,,,,,,,,,3,4,3,1,2,2,3,2,3,6400d898fba673e3167299c9,6497af9b5812d44d19ee6a07,6497c341ba1a1b22ee3e346f,probabilistic
